companyname,ticker,gvkey,datadate,calendar_q,revenue,netincome,rnd,capex,leverage,industry
NIO INC,NIO,034067,2021-06-30,2021Q2,1308436000.0,-102107000.0,136862000.0,,2.486408900750109,25
NIO INC,NIO,034067,2021-09-30,2021Q3,1544411000.0,-456246000.0,187158000.0,371638000.0,2.814322987020769,25
NIO INC,NIO,034067,2021-12-31,2021Q4,1617426000.0,-361880000.0,294044000.0,642081000.0,2.382701593382422,25
NIO INC,NIO,034067,2022-03-31,2022Q1,1563190000.0,-287862000.0,277869000.0,,2.553900628619689,25
NIO INC,NIO,034067,2022-06-30,2022Q2,1452387000.0,-394282000.0,305928000.0,,2.908517961552564,25
NIO INC,NIO,034067,2022-09-30,2022Q3,1827806000.0,-582318000.0,413934000.0,,3.297426349081444,25
NIO INC,NIO,034067,2022-12-31,2022Q4,2299918000.0,-846468000.0,573386000.0,1010973000.0,3.996088379377382,25
NIO INC,NIO,034067,2023-03-31,2023Q1,1554213000.0,-699282000.0,447728000.0,,4.504101023731905,25
NIO INC,NIO,034067,2023-06-30,2023Q2,1127454000.0,-807218000.0,437536000.0,,5.961958382733961,25
NIO INC,NIO,034067,2023-09-30,2023Q3,2613027000.0,-634343000.0,416500000.0,,6.440368844846587,25
NIO INC,NIO,034067,2023-12-31,2023Q4,2549121000.0,-841521000.0,592471000.0,2022484000.0,4.561115634225604,25
NIKE INC  -CL B,NKE,007906,2016-02-29,2016Q1,8032000000.0,950000000.0,,901000000.0,1.706260162601626,25
NIKE INC  -CL B,NKE,007906,2016-05-31,2016Q2,8244000000.0,846000000.0,,1143000000.0,1.7454723445912874,25
NIKE INC  -CL B,NKE,007906,2016-08-31,2016Q3,9061000000.0,1249000000.0,,277000000.0,1.7390875462392108,25
NIKE INC  -CL B,NKE,007906,2016-11-30,2016Q4,8180000000.0,842000000.0,,512000000.0,1.8381887527387812,25
NIKE INC  -CL B,NKE,007906,2017-02-28,2017Q1,8432000000.0,1141000000.0,,776000000.0,1.819839647854111,25
NIKE INC  -CL B,NKE,007906,2017-05-31,2017Q2,8677000000.0,1008000000.0,,1105000000.0,1.8746675263963892,25
NIKE INC  -CL B,NKE,007906,2017-08-31,2017Q3,9070000000.0,950000000.0,,270000000.0,1.9717335112148753,25
NIKE INC  -CL B,NKE,007906,2017-11-30,2017Q4,8554000000.0,767000000.0,,498000000.0,2.045841129443783,25
NIKE INC  -CL B,NKE,007906,2018-02-28,2018Q1,8984000000.0,-921000000.0,,728000000.0,2.305459006338172,25
NIKE INC  -CL B,NKE,007906,2018-05-31,2018Q2,9789000000.0,1137000000.0,,1028000000.0,2.2967794537301263,25
NIKE INC  -CL B,NKE,007906,2018-08-31,2018Q3,9948000000.0,1092000000.0,,343000000.0,2.5003336298932384,25
NIKE INC  -CL B,NKE,007906,2018-11-30,2018Q4,9374000000.0,847000000.0,,630000000.0,2.597892083858403,25
NIKE INC  -CL B,NKE,007906,2019-02-28,2019Q1,9611000000.0,1101000000.0,,846000000.0,2.557861845776141,25
NIKE INC  -CL B,NKE,007906,2019-05-31,2019Q2,10184000000.0,989000000.0,,1119000000.0,2.623561946902655,25
NIKE INC  -CL B,NKE,007906,2019-08-31,2019Q3,10660000000.0,1367000000.0,,284000000.0,2.8531521739130437,25
NIKE INC  -CL B,NKE,007906,2019-11-30,2019Q4,10326000000.0,1115000000.0,,522000000.0,2.844829430007486,25
NIKE INC  -CL B,NKE,007906,2020-02-29,2020Q1,10104000000.0,847000000.0,,797000000.0,2.898839137645108,25
NIKE INC  -CL B,NKE,007906,2020-05-31,2020Q2,6313000000.0,-790000000.0,,1086000000.0,3.8909993792675355,25
NIKE INC  -CL B,NKE,007906,2020-08-31,2020Q3,10594000000.0,1518000000.0,,176000000.0,3.6055941023417173,25
NIKE INC  -CL B,NKE,007906,2020-11-30,2020Q4,11243000000.0,1251000000.0,,344000000.0,3.2740601503759397,25
NIKE INC  -CL B,NKE,007906,2021-02-28,2021Q1,10357000000.0,1449000000.0,,521000000.0,3.0328555862878215,25
NIKE INC  -CL B,NKE,007906,2021-05-31,2021Q2,12344000000.0,1509000000.0,,695000000.0,2.956058588548602,25
NIKE INC  -CL B,NKE,007906,2021-08-31,2021Q3,12248000000.0,1874000000.0,,184000000.0,2.643589207278812,25
NIKE INC  -CL B,NKE,007906,2021-11-30,2021Q4,11357000000.0,1337000000.0,,362000000.0,2.607678906459394,25
NIKE INC  -CL B,NKE,007906,2022-02-28,2022Q1,10871000000.0,1396000000.0,,516000000.0,2.604969950705652,25
NIKE INC  -CL B,NKE,007906,2022-05-31,2022Q2,12234000000.0,1439000000.0,,758000000.0,2.638636214907401,25
NIKE INC  -CL B,NKE,007906,2022-08-31,2022Q3,12687000000.0,1468000000.0,,264000000.0,2.596890405764126,25
NIKE INC  -CL B,NKE,007906,2022-11-30,2022Q4,13315000000.0,1331000000.0,,500000000.0,2.596058145625982,25
NIKE INC  -CL B,NKE,007906,2023-02-28,2023Q1,12390000000.0,1240000000.0,,700000000.0,2.6353313605395363,25
NIKE INC  -CL B,NKE,007906,2023-05-31,2023Q2,12825000000.0,1031000000.0,,969000000.0,2.6800199942873464,25
NIKE INC  -CL B,NKE,007906,2023-08-31,2023Q3,12939000000.0,1450000000.0,,253000000.0,2.6330255529310715,25
NIKE INC  -CL B,NKE,007906,2023-11-30,2023Q4,13388000000.0,1578000000.0,,458000000.0,2.6299307224657147,25
NORTHROP GRUMMAN CORP,NOC,007985,2016-03-31,2016Q1,5956000000.0,556000000.0,,298000000.0,4.257783312577833,20
NORTHROP GRUMMAN CORP,NOC,007985,2016-06-30,2016Q2,6000000000.0,517000000.0,,471000000.0,4.238866396761134,20
NORTHROP GRUMMAN CORP,NOC,007985,2016-09-30,2016Q3,6155000000.0,602000000.0,,608000000.0,4.178949193688226,20
NORTHROP GRUMMAN CORP,NOC,007985,2016-12-31,2016Q4,6397000000.0,525000000.0,705000000.0,920000000.0,4.870507701083857,20
NORTHROP GRUMMAN CORP,NOC,007985,2017-03-31,2017Q1,6410000000.0,650000000.0,,216000000.0,4.572328175602735,20
NORTHROP GRUMMAN CORP,NOC,007985,2017-06-30,2017Q2,6473000000.0,555000000.0,,433000000.0,4.361040716337219,20
NORTHROP GRUMMAN CORP,NOC,007985,2017-09-30,2017Q3,6569000000.0,992000000.0,,650000000.0,4.083320498998922,20
NORTHROP GRUMMAN CORP,NOC,007985,2017-12-31,2017Q4,6552000000.0,672000000.0,639000000.0,928000000.0,4.954171396140749,20
NORTHROP GRUMMAN CORP,NOC,007985,2018-03-31,2018Q1,6735000000.0,840000000.0,,305000000.0,4.530598958333333,20
NORTHROP GRUMMAN CORP,NOC,007985,2018-06-30,2018Q2,7119000000.0,789000000.0,,504000000.0,4.543332928163364,20
NORTHROP GRUMMAN CORP,NOC,007985,2018-09-30,2018Q3,8085000000.0,1244000000.0,,786000000.0,4.168186312204767,20
NORTHROP GRUMMAN CORP,NOC,007985,2018-12-31,2018Q4,8156000000.0,356000000.0,764000000.0,1249000000.0,4.599120556980579,20
NORTHROP GRUMMAN CORP,NOC,007985,2019-03-31,2019Q1,8189000000.0,863000000.0,,284000000.0,4.548689781439524,20
NORTHROP GRUMMAN CORP,NOC,007985,2019-06-30,2019Q2,8456000000.0,861000000.0,,536000000.0,4.296071196006078,20
NORTHROP GRUMMAN CORP,NOC,007985,2019-09-30,2019Q3,8475000000.0,933000000.0,,793000000.0,4.167403144589456,20
NORTHROP GRUMMAN CORP,NOC,007985,2019-12-31,2019Q4,8721000000.0,-409000000.0,953000000.0,1264000000.0,4.659145027780927,20
NORTHROP GRUMMAN CORP,NOC,007985,2020-03-31,2020Q1,8620000000.0,868000000.0,,272000000.0,4.767490620172148,20
NORTHROP GRUMMAN CORP,NOC,007985,2020-06-30,2020Q2,8884000000.0,1005000000.0,,541000000.0,4.476420922570017,20
NORTHROP GRUMMAN CORP,NOC,007985,2020-09-30,2020Q3,9083000000.0,986000000.0,,828000000.0,4.277443393522499,20
NORTHROP GRUMMAN CORP,NOC,007985,2020-12-31,2020Q4,10212000000.0,330000000.0,1100000000.0,1420000000.0,4.203516400415919,20
NORTHROP GRUMMAN CORP,NOC,007985,2021-03-31,2021Q1,9157000000.0,2195000000.0,,205000000.0,3.9356769596199523,20
NORTHROP GRUMMAN CORP,NOC,007985,2021-06-30,2021Q2,9151000000.0,1037000000.0,,435000000.0,3.772108843537415,20
NORTHROP GRUMMAN CORP,NOC,007985,2021-09-30,2021Q3,8720000000.0,1063000000.0,,682000000.0,3.709030393273189,20
NORTHROP GRUMMAN CORP,NOC,007985,2021-12-31,2021Q4,8639000000.0,2710000000.0,1100000000.0,1415000000.0,3.2940584867708496,20
NORTHROP GRUMMAN CORP,NOC,007985,2022-03-31,2022Q1,8797000000.0,955000000.0,,244000000.0,3.1536840520809815,20
NORTHROP GRUMMAN CORP,NOC,007985,2022-06-30,2022Q2,8801000000.0,946000000.0,,507000000.0,3.0703977730569187,20
NORTHROP GRUMMAN CORP,NOC,007985,2022-09-30,2022Q3,8971000000.0,915000000.0,,803000000.0,3.064835401276626,20
NORTHROP GRUMMAN CORP,NOC,007985,2022-12-31,2022Q4,10033000000.0,2080000000.0,1200000000.0,1435000000.0,2.857562695924765,20
NORTHROP GRUMMAN CORP,NOC,007985,2023-03-31,2023Q1,9301000000.0,842000000.0,,309000000.0,2.9230972515856237,20
NORTHROP GRUMMAN CORP,NOC,007985,2023-06-30,2023Q2,9576000000.0,812000000.0,,613000000.0,2.945176288260364,20
NORTHROP GRUMMAN CORP,NOC,007985,2023-09-30,2023Q3,9775000000.0,937000000.0,,972000000.0,2.818684078352587,20
NORTHROP GRUMMAN CORP,NOC,007985,2023-12-31,2023Q4,10638000000.0,-535000000.0,1200000000.0,1775000000.0,3.1459276782696857,20
SERVICENOW INC,NOW,171007,2016-03-31,2016Q1,305879000.0,-333332000.0,65924000.00000001,29077000.0,6.19813398774954,45
SERVICENOW INC,NOW,171007,2016-06-30,2016Q2,341312000.0,-49625000.0,70364000.0,52929000.0,5.2865653967842805,45
SERVICENOW INC,NOW,171007,2016-09-30,2016Q3,357656000.0,-36258000.0,75018000.0,84112000.0,5.001652400118068,45
SERVICENOW INC,NOW,171007,2016-12-31,2016Q4,385666000.0,-32589000.0,73933000.0,105562000.0,5.255741534676621,45
SERVICENOW INC,NOW,171007,2017-03-31,2017Q1,428771000.0,-21514000.0,84489000.0,33186000.0,5.078551220459635,45
SERVICENOW INC,NOW,171007,2017-06-30,2017Q2,448258000.0,-55804000.0,90005000.0,69103000.0,6.061874774576826,45
SERVICENOW INC,NOW,171007,2017-09-30,2017Q3,492372000.0,-22182000.0,98465000.0,115856000.0,5.566857275508668,45
SERVICENOW INC,NOW,171007,2017-12-31,2017Q4,549093000.0,-17346000.0,104559000.0,150510000.0,5.817013962597495,45
SERVICENOW INC,NOW,171007,2018-03-31,2018Q1,589222000.0,10622000.0,117268000.0,35371000.0,4.281834752526403,45
SERVICENOW INC,NOW,171007,2018-06-30,2018Q2,631056000.0,-52746000.0,127916000.0,88362000.0,3.8946339056419688,45
SERVICENOW INC,NOW,171007,2018-09-30,2018Q3,673097000.0,8405000.0,135655000.0,136349000.0,3.5105843651733415,45
SERVICENOW INC,NOW,171007,2018-12-31,2018Q4,715441000.0,7015000.0,148662000.0,224462000.0,3.4909498658656095,45
SERVICENOW INC,NOW,171007,2019-03-31,2019Q1,788926000.0,-1545000.0,172522000.0,47124000.0,3.681234628030773,45
SERVICENOW INC,NOW,171007,2019-06-30,2019Q2,833904000.0,-11079000.0,183420000.0,97020000.0,3.6501983431487157,45
SERVICENOW INC,NOW,171007,2019-09-30,2019Q3,885833000.0,40598000.0,190099000.0,185889000.0,3.327665510296452,45
SERVICENOW INC,NOW,171007,2019-12-31,2019Q4,951774000.0,598724000.0,202328000.0,264892000.0,2.830167753711217,45
SERVICENOW INC,NOW,171007,2020-03-31,2020Q1,1046339999.9999999,48231000.0,226657000.0,83207000.0,2.73484386135621,45
SERVICENOW INC,NOW,171007,2020-06-30,2020Q2,1070842000.0000001,40766000.0,245081000.0,193671000.0,2.630826696401413,45
SERVICENOW INC,NOW,171007,2020-09-30,2020Q3,1151972000.0,12858000.0,268291999.99999997,285327000.0,2.881928746359,45
SERVICENOW INC,NOW,171007,2020-12-31,2020Q4,1250330000.0,16648000.0,284297000.0,419327000.0,3.07465705361934,45
SERVICENOW INC,NOW,171007,2021-03-31,2021Q1,1360000000.0,82000000.0,314000000.0,107000000.0,2.9048403029305234,45
SERVICENOW INC,NOW,171007,2021-06-30,2021Q2,1409000000.0,59000000.0,333000000.0,198000000.0,2.8051908396946565,45
SERVICENOW INC,NOW,171007,2021-09-30,2021Q3,1513000000.0,63000000.0,358000000.0,292000000.0,2.681946802490096,45
SERVICENOW INC,NOW,171007,2021-12-31,2021Q4,1614000000.0,26000000.0,392000000.0,392000000.0,2.9223274695534505,45
SERVICENOW INC,NOW,171007,2022-03-31,2022Q1,1722000000.0,75000000.0,414000000.0,93000000.0,2.750312734550913,45
SERVICENOW INC,NOW,171007,2022-06-30,2022Q2,1752000000.0,20000000.0,444000000.0,244000000.0,2.647114926084883,45
SERVICENOW INC,NOW,171007,2022-09-30,2022Q3,1831000000.0,80000000.0,456000000.0,406000000.0,2.4554499226177318,45
SERVICENOW INC,NOW,171007,2022-12-31,2022Q4,1940000000.0,150000000.0,454000000.0,550000000.0,2.642885532591415,45
SERVICENOW INC,NOW,171007,2023-03-31,2023Q1,2096000000.0,150000000.0,492000000.0,165000000.0,2.4310714285714288,45
SERVICENOW INC,NOW,171007,2023-06-30,2023Q2,2150000000.0,1044000000.0,521000000.0,297000000.0,2.1546347097892,45
SERVICENOW INC,NOW,171007,2023-09-30,2023Q3,2288000000.0,242000000.0,549000000.0,433000000.0,2.1012252854358118,45
SERVICENOW INC,NOW,171007,2023-12-31,2023Q4,2437000000.0,295000000.0,562000000.0,694000000.0,2.2793654955427374,45
NRG ENERGY INC,NRG,135990,2016-03-31,2016Q1,2659000000.0,82000000.0,,279000000.0,5.7484608619173265,55
NRG ENERGY INC,NRG,135990,2016-06-30,2016Q2,2248000000.0,-271000000.0,,622000000.0,6.135910954891623,55
NRG ENERGY INC,NRG,135990,2016-09-30,2016Q3,3421000000.0,402000000.0,,898000000.0,5.732932823593664,55
NRG ENERGY INC,NRG,135990,2016-12-31,2016Q4,2184000000.0,-987000000.0,,1244000000.0,6.8274853801169595,55
NRG ENERGY INC,NRG,135990,2017-03-31,2017Q1,2382000000.0,-164000000.0,,268000000.0,7.331173685522053,55
NRG ENERGY INC,NRG,135990,2017-06-30,2017Q2,2124000000.0,-626000000.0,,542000000.0,7.236577662934252,55
NRG ENERGY INC,NRG,135990,2017-09-30,2017Q3,2740000000.0,171000000.0,,760000000.0,6.902439024390244,55
NRG ENERGY INC,NRG,135990,2017-12-31,2017Q4,1828000000.0,-1534000000.0,,1111000000.0,11.848577235772357,55
NRG ENERGY INC,NRG,135990,2018-03-31,2018Q1,2065000000.0,279000000.0,,358000000.0,10.519043401240035,55
NRG ENERGY INC,NRG,135990,2018-06-30,2018Q2,2461000000.0,73000000.0,,691000000.0,11.080154514727186,55
NRG ENERGY INC,NRG,135990,2018-09-30,2018Q3,2960000000.0,-72000000.0,,345000000.0,-12.232905982905983,55
NRG ENERGY INC,NRG,135990,2018-12-31,2018Q4,1992000000.0,-12000000.0,,388000000.0,-8.612641815235008,55
NRG ENERGY INC,NRG,135990,2019-03-31,2019Q1,2165000000.0,482000000.0,,49000000.0,-6.196358907672302,55
NRG ENERGY INC,NRG,135990,2019-06-30,2019Q2,2465000000.0,201000000.0,,107000000.0,-5.564927184466019,55
NRG ENERGY INC,NRG,135990,2019-09-30,2019Q3,2996000000.0,372000000.0,,183000000.0,-6.064290260980267,55
NRG ENERGY INC,NRG,135990,2019-12-31,2019Q4,2195000000.0,3383000000.0,,228000000.0,7.557901085645356,55
NRG ENERGY INC,NRG,135990,2020-03-31,2020Q1,2019000000.0,121000000.0,,66000000.0,8.34765625,55
NRG ENERGY INC,NRG,135990,2020-06-30,2020Q2,2238000000.0,313000000.0,,116000000.0,7.049714285714286,55
NRG ENERGY INC,NRG,135990,2020-09-30,2020Q3,2809000000.0,249000000.0,,167000000.0,6.321096173733196,55
NRG ENERGY INC,NRG,135990,2020-12-31,2020Q4,2027000000.0,-173000000.0,,230000000.0,8.870238095238095,55
NRG ENERGY INC,NRG,135990,2021-03-31,2021Q1,5431000000.0,-82000000.0,,63000000.0,12.68358602504944,55
NRG ENERGY INC,NRG,135990,2021-06-30,2021Q2,5238000000.0,1078000000.0,,143000000.0,8.498034591194969,55
NRG ENERGY INC,NRG,135990,2021-09-30,2021Q3,6611000000.0,1618000000.0,,219000000.0,6.857528200098088,55
NRG ENERGY INC,NRG,135990,2021-12-31,2021Q4,7099000000.0,-427000000.0,,269000000.0,6.439444444444445,55
NRG ENERGY INC,NRG,135990,2022-03-31,2022Q1,7896000000.0,1736000000.0,,60000000.0,5.8602385685884695,55
NRG ENERGY INC,NRG,135990,2022-06-30,2022Q2,7282000000.0,513000000.0,,150000000.0,6.478301886792453,55
NRG ENERGY INC,NRG,135990,2022-09-30,2022Q3,8510000000.0,67000000.0,,250000000.0,6.285185185185185,55
NRG ENERGY INC,NRG,135990,2022-12-31,2022Q4,7855000000.0,-1095000000.0,,367000000.0,7.6138975966562175,55
NRG ENERGY INC,NRG,135990,2023-03-31,2023Q1,7722000000.0,-1335000000.0,,142000000.0,9.641558441558441,55
NRG ENERGY INC,NRG,135990,2023-06-30,2023Q2,6348000000.0,308000000.0,,324000000.0,8.70078031212485,55
NRG ENERGY INC,NRG,135990,2023-09-30,2023Q3,7946000000.0,343000000.0,,493000000.0,7.933484934621944,55
NRG ENERGY INC,NRG,135990,2023-12-31,2023Q4,6807000000.0,482000000.0,,598000000.0,8.960082587749485,55
NORFOLK SOUTHERN CORP,NSC,007923,2016-03-31,2016Q1,2420000000.0,387000000.0,,398000000.0,2.764051378548638,20
NORFOLK SOUTHERN CORP,NSC,007923,2016-06-30,2016Q2,2454000000.0,405000000.0,,932000000.0,2.7975230180070074,20
NORFOLK SOUTHERN CORP,NSC,007923,2016-09-30,2016Q3,2524000000.0,460000000.0,,1304000000.0,2.7938044530493706,20
NORFOLK SOUTHERN CORP,NSC,007923,2016-12-31,2016Q4,2490000000.0,416000000.0,,1887000000.0,2.8118301232976064,20
NORFOLK SOUTHERN CORP,NSC,007923,2017-03-31,2017Q1,2575000000.0,433000000.0,,438000000.0,2.8055400335275804,20
NORFOLK SOUTHERN CORP,NSC,007923,2017-06-30,2017Q2,2637000000.0,497000000.0,,883000000.0,2.7580161111988626,20
NORFOLK SOUTHERN CORP,NSC,007923,2017-09-30,2017Q3,2670000000.0,506000000.0,,1315000000.0,2.7620806160132,20
NORFOLK SOUTHERN CORP,NSC,007923,2017-12-31,2017Q4,2669000000.0,3968000000.0,,1723000000.0,2.182957393483709,20
NORFOLK SOUTHERN CORP,NSC,007923,2018-03-31,2018Q1,2717000000.0,552000000.0,,383000000.0,2.2025825313680105,20
NORFOLK SOUTHERN CORP,NSC,007923,2018-06-30,2018Q2,2898000000.0,710000000.0,,836000000.0,2.1612416208708254,20
NORFOLK SOUTHERN CORP,NSC,007923,2018-09-30,2018Q3,2947000000.0,702000000.0,,1326000000.0,2.3463824289405686,20
NORFOLK SOUTHERN CORP,NSC,007923,2018-12-31,2018Q4,2896000000.0,702000000.0,,1951000000.0,2.359002734019008,20
NORFOLK SOUTHERN CORP,NSC,007923,2019-03-31,2019Q1,2840000000.0,677000000.0,,467000000.0,2.4174548300828387,20
NORFOLK SOUTHERN CORP,NSC,007923,2019-06-30,2019Q2,2925000000.0,722000000.0,,979000000.0,2.4277970086865652,20
NORFOLK SOUTHERN CORP,NSC,007923,2019-09-30,2019Q3,2841000000.0,657000000.0,,1494000000.0,2.460952880955506,20
NORFOLK SOUTHERN CORP,NSC,007923,2019-12-31,2019Q4,2690000000.0,666000000.0,,2019000000.0,2.497563224446786,20
NORFOLK SOUTHERN CORP,NSC,007923,2020-03-31,2020Q1,2625000000.0,381000000.0,,366000000.0,2.515318462778823,20
NORFOLK SOUTHERN CORP,NSC,007923,2020-06-30,2020Q2,2085000000.0,392000000.0,,735000000.0,2.5544714353004507,20
NORFOLK SOUTHERN CORP,NSC,007923,2020-09-30,2020Q3,2506000000.0,569000000.0,,1053000000.0,2.555317582491132,20
NORFOLK SOUTHERN CORP,NSC,007923,2020-12-31,2020Q4,2573000000.0,671000000.0,,1494000000.0,2.566560746399838,20
NORFOLK SOUTHERN CORP,NSC,007923,2021-03-31,2021Q1,2639000000.0,673000000.0,,265000000.0,2.5907942361537937,20
NORFOLK SOUTHERN CORP,NSC,007923,2021-06-30,2021Q2,2799000000.0,819000000.0,,627000000.0,2.7068519941328493,20
NORFOLK SOUTHERN CORP,NSC,007923,2021-09-30,2021Q3,2852000000.0,753000000.0,,1025000000.0,2.7798660617844027,20
NORFOLK SOUTHERN CORP,NSC,007923,2021-12-31,2021Q4,2852000000.0,760000000.0,,1470000000.0,2.821860567407082,20
NORFOLK SOUTHERN CORP,NSC,007923,2022-03-31,2022Q1,2915000000.0,703000000.0,,389000000.0,2.924076963078523,20
NORFOLK SOUTHERN CORP,NSC,007923,2022-06-30,2022Q2,3250000000.0,819000000.0,,837000000.0,2.990421164664741,20
NORFOLK SOUTHERN CORP,NSC,007923,2022-09-30,2022Q3,3343000000.0,958000000.0,,1282000000.0,3.0179668304668303,20
NORFOLK SOUTHERN CORP,NSC,007923,2022-12-31,2022Q4,3237000000.0,790000000.0,,1948000000.0,3.0538757559098406,20
NORFOLK SOUTHERN CORP,NSC,007923,2023-03-31,2023Q1,3132000000.0,466000000.0,,428000000.0,3.0776302349336055,20
NORFOLK SOUTHERN CORP,NSC,007923,2023-06-30,2023Q2,2980000000.0,356000000.0,,948000000.0,3.1060917721518986,20
NORFOLK SOUTHERN CORP,NSC,007923,2023-09-30,2023Q3,2971000000.0,478000000.0,,1496000000.0,3.2294094332144274,20
NORFOLK SOUTHERN CORP,NSC,007923,2023-12-31,2023Q4,3073000000.0,527000000.0,,2349000000.0,3.2588999295829746,20
NETAPP INC,NTAP,061591,2016-01-31,2016Q1,1386000000.0,153000000.0,200000000.0,125000000.0,2.8256674171759406,45
NETAPP INC,NTAP,061591,2016-04-30,2016Q2,1380000000.0,-8000000.0,201000000.0,160000000.0,3.4838597709128774,45
NETAPP INC,NTAP,061591,2016-07-31,2016Q3,1294000000.0,64000000.0,207000000.0,36000000.0,3.1472063037249285,45
NETAPP INC,NTAP,061591,2016-10-31,2016Q4,1340000000.0,109000000.0,200000000.0,92000000.0,3.1416278235926853,45
NETAPP INC,NTAP,061591,2017-01-31,2017Q1,1404000000.0,146000000.0,181000000.0,137000000.0,3.3611729769858947,45
NETAPP INC,NTAP,061591,2017-04-30,2017Q2,1481000000.0,190000000.0,191000000.0,175000000.0,3.414748201438849,45
NETAPP INC,NTAP,061591,2017-07-31,2017Q3,1321000000.0,131000000.0,193000000.0,36000000.0,3.4678468208092488,45
NETAPP INC,NTAP,061591,2017-10-31,2017Q4,1415000000.0,174000000.0,194000000.0,65000000.0,3.711919337414476,45
NETAPP INC,NTAP,061591,2018-01-31,2018Q1,1539000000.0,-479000000.0,193000000.0,97000000.0,4.497702205882353,45
NETAPP INC,NTAP,061591,2018-04-30,2018Q2,1644000000.0,290000000.0,203000000.0,145000000.0,4.772617319787131,45
NETAPP INC,NTAP,061591,2018-07-31,2018Q3,1474000000.0,283000000.0,208000000.0,64000000.0,4.633194588969823,45
NETAPP INC,NTAP,061591,2018-10-31,2018Q4,1517000000.0,241000000.0,211000000.0,107000000.0,5.588888888888889,45
NETAPP INC,NTAP,061591,2019-01-31,2019Q1,1563000000.0,249000000.0,203000000.0,138000000.0,6.84390243902439,45
NETAPP INC,NTAP,061591,2019-04-30,2019Q2,1592000000.0,396000000.0,205000000.0,173000000.0,8.019266055045872,45
NETAPP INC,NTAP,061591,2019-07-31,2019Q3,1236000000.0,103000000.0,215000000.0,32000000.0,9.05098493626883,45
NETAPP INC,NTAP,061591,2019-10-31,2019Q4,1371000000.0,243000000.0,209000000.0,68000000.0,13.940298507462687,45
NETAPP INC,NTAP,061591,2020-01-31,2020Q1,1404000000.0,277000000.0,211000000.0,100000000.0,26.5354609929078,45
NETAPP INC,NTAP,061591,2020-04-30,2020Q2,1401000000.0,196000000.0,212000000.0,124000000.0,31.082644628099175,45
NETAPP INC,NTAP,061591,2020-07-31,2020Q3,1303000000.0,77000000.0,233000000.0,52000000.0,29.633802816901408,45
NETAPP INC,NTAP,061591,2020-10-31,2020Q4,1416000000.0,137000000.0,212000000.0,92000000.0,22.756756756756758,45
NETAPP INC,NTAP,061591,2021-01-31,2021Q1,1470000000.0,182000000.0,215000000.0,124000000.0,18.171548117154813,45
NETAPP INC,NTAP,061591,2021-04-30,2021Q2,1555000000.0,334000000.0,221000000.0,162000000.0,13.664233576642335,45
NETAPP INC,NTAP,061591,2021-07-31,2021Q3,1458000000.0,202000000.0,210000000.0,51000000.0,12.716666666666667,45
NETAPP INC,NTAP,061591,2021-10-31,2021Q4,1566000000.0,224000000.0,216000000.0,97000000.0,12.150197628458498,45
NETAPP INC,NTAP,061591,2022-01-31,2022Q1,1614000000.0,252000000.0,220000000.0,158000000.0,10.770975056689343,45
NETAPP INC,NTAP,061591,2022-04-30,2022Q2,1680000000.0,259000000.0,235000000.0,226000000.0,11.964200477326969,45
NETAPP INC,NTAP,061591,2022-07-31,2022Q3,1592000000.0,214000000.0,240000000.0,65000000.0,14.526636225266362,45
NETAPP INC,NTAP,061591,2022-10-31,2022Q4,1663000000.0,750000000.0,243000000.0,142000000.0,8.136439267886855,45
NETAPP INC,NTAP,061591,2023-01-31,2023Q1,1526000000.0,65000000.0,230000000.0,200000000.0,8.81125226860254,45
NETAPP INC,NTAP,061591,2023-04-30,2023Q2,1581000000.0,245000000.0,243000000.0,239000000.0,8.47109577221743,45
NETAPP INC,NTAP,061591,2023-07-31,2023Q3,1432000000.0,149000000.0,247000000.0,35000000.0,10.618556701030927,45
NETAPP INC,NTAP,061591,2023-10-31,2023Q4,1562000000.0,233000000.0,262000000.0,73000000.0,11.783116883116882,45
NUTANIX INC,NTNX,026746,2016-01-31,2016Q1,102697000.0,-33205000.0,26024000.0,,,45
NUTANIX INC,NTNX,026746,2016-04-30,2016Q2,114690000.0,-46820000.0,31390000.0,,,45
NUTANIX INC,NTNX,026746,2016-07-31,2016Q3,139785000.0,-49929000.0,35129000.0,42294000.0,-6.0526267896141706,45
NUTANIX INC,NTNX,026746,2016-10-31,2016Q4,188561000.0,-140302000.0,75281000.0,11915000.0,3.7763699807180346,45
NUTANIX INC,NTNX,026746,2017-01-31,2017Q1,199214000.0,-76369000.0,70914000.0,24616000.0,5.085697170977305,45
NUTANIX INC,NTNX,026746,2017-04-30,2017Q2,205670000.0,-96835000.0,74607000.0,37797000.0,7.542231042231043,45
NUTANIX INC,NTNX,026746,2017-07-31,2017Q3,252458000.0,-66132000.00000001,67817000.0,50181000.0,15.06313016057425,45
NUTANIX INC,NTNX,026746,2017-10-31,2017Q4,275552000.0,-61487000.0,64512000.0,17965000.0,3.5317665527749558,45
NUTANIX INC,NTNX,026746,2018-01-31,2018Q1,286744000.0,-62631000.0,70924000.0,31993000.0,4.476838647625957,45
NUTANIX INC,NTNX,026746,2018-04-30,2018Q2,289413000.0,-85674000.0,81291000.0,46089000.0,4.1609618112645625,45
NUTANIX INC,NTNX,026746,2018-07-31,2018Q3,303748000.0,-87369000.0,97050000.0,62372000.0,4.8959082437977965,45
